MSG:1005,0,1,"MakeMKV v1.15.3 win(x86-release) started","%1 started","MakeMKV v1.15.3 win(x86-release)"
DRV:0,0,999,0,"BD-RE ASUS BW-16D1HT 3.10","","G:"
DRV:1,2,999,12,"BD-ROM HL-DT-ST BDDVDRW UH12NS30 1.03","COUNTRY MUSIC DISC 3","E:"
DRV:2,256,999,0,"","",""
DRV:3,256,999,0,"","",""
DRV:4,256,999,0,"","",""
DRV:5,256,999,0,"","",""
DRV:6,256,999,0,"","",""
DRV:7,256,999,0,"","",""
DRV:8,256,999,0,"","",""
DRV:9,256,999,0,"","",""
DRV:10,256,999,0,"","",""
DRV:11,256,999,0,"","",""
DRV:12,256,999,0,"","",""
DRV:13,256,999,0,"","",""
DRV:14,256,999,0,"","",""
DRV:15,256,999,0,"","",""
MSG:1011,0,1,"Using LibreDrive mode (v06.2 id=765540796806)","%1","Using LibreDrive mode (v06.2 id=765540796806)"
MSG:3007,0,0,"Using direct disc access mode","Using direct disc access mode"
MSG:5085,0,0,"Loaded content hash table, will verify integrity of M2TS files.","Loaded content hash table, will verify integrity of M2TS files."
MSG:3307,16777216,2,"File 00005.mpls(4) was added as title #0","File %1 was added as title #%2","00005.mpls(4)","0"
MSG:3309,16777216,2,"Title 00005.mpls(6) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00005.mpls(6)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00005.mpls(8) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00005.mpls(8)","00005.mpls(4)"
MSG:3309,0,2,"Title 00005.mpls(10) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00005.mpls(10)","00005.mpls(4)"
MSG:3307,16777216,2,"File 00008.mpls was added as title #1","File %1 was added as title #%2","00008.mpls","1"
MSG:3309,16777216,2,"Title 00013.mpls(1) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00013.mpls(1)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00013.mpls(5) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00013.mpls(5)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00013.mpls(12) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00013.mpls(12)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00013.mpls(17) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00013.mpls(17)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00014.mpls(9) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00014.mpls(9)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00014.mpls(10) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00014.mpls(10)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00014.mpls(11) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00014.mpls(11)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00014.mpls(16) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00014.mpls(16)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00019.mpls(1) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00019.mpls(1)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00019.mpls(3) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00019.mpls(3)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00019.mpls(8) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00019.mpls(8)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00019.mpls(10) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00019.mpls(10)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00020.mpls(1) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00020.mpls(1)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00020.mpls(3) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00020.mpls(3)","00005.mpls(4)"
MSG:3309,16777216,2,"Title 00020.mpls(6) is equal to title 00005.mpls(4) and was skipped","Title %1 is equal to title %2 and was skipped","00020.mpls(6)","00005.mpls(4)"
