MSG:1005,0,1,"MakeMKV v1.18.3 win(x64-release) started","%1 started","MakeMKV v1.18.3 win(x64-release)"
DRV:0,2,999,12,"***","***","***"
DRV:1,256,999,0,"","",""
DRV:2,256,999,0,"","",""
DRV:3,256,999,0,"","",""
DRV:4,256,999,0,"","",""
DRV:5,256,999,0,"","",""
DRV:6,256,999,0,"","",""
DRV:7,256,999,0,"","",""
DRV:8,256,999,0,"","",""
DRV:9,256,999,0,"","",""
DRV:10,256,999,0,"","",""
DRV:11,256,999,0,"","",""
DRV:12,256,999,0,"","",""
DRV:13,256,999,0,"","",""
DRV:14,256,999,0,"","",""
DRV:15,256,999,0,"","",""
MSG:1011,0,1,"Using LibreDrive mode (v06.3 id=0FA242DD4D0B)","%1","Using LibreDrive mode (v06.3 id=0FA242DD4D0B)"
MSG:3007,0,0,"Using direct disc access mode","Using direct disc access mode"
MSG:5085,0,0,"Loaded content hash table, will verify integrity of M2TS files.","Loaded content hash table, will verify integrity of M2TS files."
MSG:3307,0,2,"File 00099.mpls was added as title #0","File %1 was added as title #%2","00099.mpls","0"
MSG:3307,0,2,"File 00243.mpls was added as title #1","File %1 was added as title #%2","00243.mpls","1"
MSG:3307,0,2,"File 00700.mpls was added as title #2","File %1 was added as title #%2","00700.mpls","2"
MSG:3307,0,2,"File 00702.mpls was added as title #3","File %1 was added as title #%2","00702.mpls","3"
MSG:3307,0,2,"File 00703.mpls was added as title #4","File %1 was added as title #%2","00703.mpls","4"
MSG:3307,0,2,"File 00704.mpls was added as title #5","File %1 was added as title #%2","00704.mpls","5"
MSG:3307,0,2,"File 00705.mpls was added as title #6","File %1 was added as title #%2","00705.mpls","6"
MSG:3307,0,2,"File 00706.mpls was added as title #7","File %1 was added as title #%2","00706.mpls","7"
MSG:3307,0,2,"File 00707.mpls was added as title #8","File %1 was added as title #%2","00707.mpls","8"
MSG:3307,0,2,"File 00708.mpls was added as title #9","File %1 was added as title #%2","00708.mpls","9"
MSG:3307,0,2,"File 00709.mpls was added as title #10","File %1 was added as title #%2","00709.mpls","10"
MSG:3307,0,2,"File 00710.mpls was added as title #11","File %1 was added as title #%2","00710.mpls","11"
MSG:3307,0,2,"File 00711.mpls was added as title #12","File %1 was added as title #%2","00711.mpls","12"
MSG:3307,0,2,"File 00712.mpls was added as title #13","File %1 was added as title #%2","00712.mpls","13"
MSG:3307,0,2,"File 00713.mpls was added as title #14","File %1 was added as title #%2","00713.mpls","14"
MSG:3307,0,2,"File 00714.mpls was added as title #15","File %1 was added as title #%2","00714.mpls","15"
MSG:3307,0,2,"File 00715.mpls was added as title #16","File %1 was added as title #%2","00715.mpls","16"
MSG:3307,0,2,"File 00716.mpls was added as title #17","File %1 was added as title #%2","00716.mpls","17"
MSG:3307,0,2,"File 00717.mpls was added as title #18","File %1 was added as title #%2","00717.mpls","18"
MSG:3307,0,2,"File 00718.mpls was added as title #19","File %1 was added as title #%2","00718.mpls","19"
MSG:3307,0,2,"File 00719.mpls was added as title #20","File %1 was added as title #%2","00719.mpls","20"
MSG:3307,0,2,"File 00720.mpls was added as title #21","File %1 was added as title #%2","00720.mpls","21"
MSG:3307,0,2,"File 00721.mpls was added as title #22","File %1 was added as title #%2","00721.mpls","22"
MSG:3307,0,2,"File 00722.mpls was added as title #23","File %1 was added as title #%2","00722.mpls","23"
MSG:3307,0,2,"File 00723.mpls was added as title #24","File %1 was added as title #%2","00723.mpls","24"
MSG:3307,0,2,"File 00724.mpls was added as title #25","File %1 was added as title #%2","00724.mpls","25"
MSG:3307,16777216,2,"File 00725.mpls was added as title #26","File %1 was added as title #%2","00725.mpls","26"
MSG:3307,0,2,"File 00726.mpls was added as title #27","File %1 was added as title #%2","00726.mpls","27"
MSG:3307,0,2,"File 00727.mpls was added as title #28","File %1 was added as title #%2","00727.mpls","28"
MSG:3307,0,2,"File 00728.mpls was added as title #29","File %1 was added as title #%2","00728.mpls","29"
MSG:3307,0,2,"File 00729.mpls was added as title #30","File %1 was added as title #%2","00729.mpls","30"
MSG:3307,0,2,"File 00730.mpls was added as title #31","File %1 was added as title #%2","00730.mpls","31"
MSG:3307,0,2,"File 00731.mpls was added as title #32","File %1 was added as title #%2","00731.mpls","32"
MSG:3307,0,2,"File 00732.mpls was added as title #33","File %1 was added as title #%2","00732.mpls","33"
MSG:3307,0,2,"File 00733.mpls was added as title #34","File %1 was added as title #%2","00733.mpls","34"
MSG:3307,0,2,"File 00734.mpls was added as title #35","File %1 was added as title #%2","00734.mpls","35"
MSG:3307,0,2,"File 00735.mpls was added as title #36","File %1 was added as title #%2","00735.mpls","36"
MSG:3307,0,2,"File 00701.mpls was added as title #37","File %1 was added as title #%2","00701.mpls","37"
MSG:3307,0,2,"File 00285.mpls was added as title #38","File %1 was added as title #%2","00285.mpls","38"
MSG:3307,0,2,"File 00286.mpls was added as title #39","File %1 was added as title #%2","00286.mpls","39"
MSG:3307,0,2,"File 00287.mpls was added as title #40","File %1 was added as title #%2","00287.mpls","40"
MSG:3307,16777216,2,"File 01034.mpls was added as title #41","File %1 was added as title #%2","01034.mpls","41"
MSG:3309,0,2,"Title 00971.mpls is equal to title 00243.mpls and was skipped","Title %1 is equal to title %2 and was skipped","00971.mpls","00243.mpls"
MSG:3307,0,2,"File 00974.mpls was added as title #42","File %1 was added as title #%2","00974.mpls","42"
MSG:3307,0,2,"File 00977.mpls was added as title #43","File %1 was added as title #%2","00977.mpls","43"
MSG:3307,0,2,"File 00978.mpls was added as title #44","File %1 was added as title #%2","00978.mpls","44"
MSG:3307,16777216,2,"File 00979.mpls was added as title #45","File %1 was added as title #%2","00979.mpls","45"
MSG:3307,0,2,"File 01023.mpls was added as title #46","File %1 was added as title #%2","01023.mpls","46"
MSG:3307,0,2,"File 01025.mpls was added as title #47","File %1 was added as title #%2","01025.mpls","47"
MSG:3307,16777216,2,"File 01029.mpls was added as title #48","File %1 was added as title #%2","01029.mpls","48"
MSG:3309,16777216,2,"Title 01030.mpls is equal to title 01029.mpls and was skipped","Title %1 is equal to title %2 and was skipped","01030.mpls","01029.mpls"
MSG:3309,16777216,2,"Title 01035.mpls is equal to title 01034.mpls and was skipped","Title %1 is equal to title %2 and was skipped","01035.mpls","01034.mpls"
MSG:3309,16777216,2,"Title 01040.mpls is equal to title 00977.mpls and was skipped","Title %1 is equal to title %2 and was skipped","01040.mpls","00977.mpls"
MSG:3309,16777216,2,"Title 01041.mpls is equal to title 00978.mpls and was skipped","Title %1 is equal to title %2 and was skipped","01041.mpls","00978.mpls"
MSG:3309,16777216,2,"Title 01042.mpls is equal to title 00979.mpls and was skipped","Title %1 is equal to title %2 and was skipped","01042.mpls","00979.mpls"
MSG:3309,16777216,2,"Title 01050.mpls is equal to title 01025.mpls and was skipped","Title %1 is equal to title %2 and was skipped","01050.mpls","01025.mpls"
MSG:3309,16777216,2,"Title 01057.mpls is equal to title 00974.mpls and was skipped","Title %1 is equal to title %2 and was skipped","01057.mpls","00974.mpls"
MSG:3309,16777216,2,"Title 01059.mpls is equal to title 01023.mpls and was skipped","Title %1 is equal to title %2 and was skipped","01059.mpls","01023.mpls"
MSG:3307,0,2,"File 00014.m2ts was added as title #49","File %1 was added as title #%2","00014.m2ts","49"
MSG:3307,16777216,2,"File 00013.m2ts was added as title #50","File %1 was added as title #%2","00013.m2ts","50"
MSG:3307,0,2,"File 00187.m2ts was added as title #51","File %1 was added as title #%2","00187.m2ts","51"
MSG:3307,0,2,"File 00186.m2ts was added as title #52","File %1 was added as title #%2","00186.m2ts","52"
MSG:3307,16777216,2,"File 00206.m2ts was added as title #53","File %1 was added as title #%2","00206.m2ts","53"
MSG:3307,16777216,2,"File 00214.m2ts was added as title #54","File %1 was added as title #%2","00214.m2ts","54"
MSG:3307,16777216,2,"File 00215.m2ts was added as title #55","File %1 was added as title #%2","00215.m2ts","55"
MSG:3307,0,2,"File 00216.m2ts was added as title #56","File %1 was added as title #%2","00216.m2ts","56"
MSG:3307,0,2,"File 00217.m2ts was added as title #57","File %1 was added as title #%2","00217.m2ts","57"
MSG:3307,0,2,"File 00218.m2ts was added as title #58","File %1 was added as title #%2","00218.m2ts","58"
MSG:3307,0,2,"File 00219.m2ts was added as title #59","File %1 was added as title #%2","00219.m2ts","59"
MSG:3307,0,2,"File 00220.m2ts was added as title #60","File %1 was added as title #%2","00220.m2ts","60"
MSG:3307,0,2,"File 00099.m2ts was added as title #61","File %1 was added as title #%2","00099.m2ts","61"
MSG:3307,0,2,"File 00100.m2ts was added as title #62","File %1 was added as title #%2","00100.m2ts","62"
MSG:3307,0,2,"File 00039.m2ts was added as title #63","File %1 was added as title #%2","00039.m2ts","63"
MSG:3307,0,2,"File 00078.m2ts was added as title #64","File %1 was added as title #%2","00078.m2ts","64"
MSG:3307,0,2,"File 00098.m2ts was added as title #65","File %1 was added as title #%2","00098.m2ts","65"
MSG:3307,0,2,"File 00040.m2ts was added as title #66","File %1 was added as title #%2","00040.m2ts","66"
MSG:3307,0,2,"File 00107.m2ts was added as title #67","File %1 was added as title #%2","00107.m2ts","67"
MSG:3307,0,2,"File 00017.m2ts was added as title #68","File %1 was added as title #%2","00017.m2ts","68"
MSG:3307,0,2,"File 00130.m2ts was added as title #69","File %1 was added as title #%2","00130.m2ts","69"
MSG:3307,0,2,"File 00007.m2ts was added as title #70","File %1 was added as title #%2","00007.m2ts","70"
MSG:3307,0,2,"File 00012.m2ts was added as title #71","File %1 was added as title #%2","00012.m2ts","71"
MSG:3307,0,2,"File 00093.m2ts was added as title #72","File %1 was added as title #%2","00093.m2ts","72"
MSG:3307,0,2,"File 00011.m2ts was added as title #73","File %1 was added as title #%2","00011.m2ts","73"
MSG:3307,0,2,"File 00097.m2ts was added as title #74","File %1 was added as title #%2","00097.m2ts","74"
MSG:3307,0,2,"File 00227.m2ts was added as title #75","File %1 was added as title #%2","00227.m2ts","75"
MSG:3307,0,2,"File 00115.m2ts was added as title #76","File %1 was added as title #%2","00115.m2ts","76"
MSG:3307,0,2,"File 00228.m2ts was added as title #77","File %1 was added as title #%2","00228.m2ts","77"
MSG:3307,0,2,"File 00131.m2ts was added as title #78","File %1 was added as title #%2","00131.m2ts","78"
MSG:3307,0,2,"File 00028.m2ts was added as title #79","File %1 was added as title #%2","00028.m2ts","79"
MSG:3307,0,2,"File 00132.m2ts was added as title #80","File %1 was added as title #%2","00132.m2ts","80"
MSG:3307,0,2,"File 00085.m2ts was added as title #81","File %1 was added as title #%2","00085.m2ts","81"
MSG:3307,0,2,"File 00005.m2ts was added as title #82","File %1 was added as title #%2","00005.m2ts","82"
MSG:3307,0,2,"File 00088.m2ts was added as title #83","File %1 was added as title #%2","00088.m2ts","83"
MSG:3307,0,2,"File 00008.m2ts was added as title #84","File %1 was added as title #%2","00008.m2ts","84"
MSG:3307,0,2,"File 00090.m2ts was added as title #85","File %1 was added as title #%2","00090.m2ts","85"
MSG:3307,0,2,"File 00009.m2ts was added as title #86","File %1 was added as title #%2","00009.m2ts","86"
MSG:3307,0,2,"File 00010.m2ts was added as title #87","File %1 was added as title #%2","00010.m2ts","87"
MSG:3307,0,2,"File 00096.m2ts was added as title #88","File %1 was added as title #%2","00096.m2ts","88"
MSG:3307,0,2,"File 00229.m2ts was added as title #89","File %1 was added as title #%2","00229.m2ts","89"
MSG:3307,0,2,"File 00104.m2ts was added as title #90","File %1 was added as title #%2","00104.m2ts","90"
MSG:3307,0,2,"File 00016.m2ts was added as title #91","File %1 was added as title #%2","00016.m2ts","91"
MSG:3307,0,2,"File 00015.m2ts was added as title #92","File %1 was added as title #%2","00015.m2ts","92"
MSG:3307,0,2,"File 00109.m2ts was added as title #93","File %1 was added as title #%2","00109.m2ts","93"
MSG:3307,0,2,"File 00020.m2ts was added as title #94","File %1 was added as title #%2","00020.m2ts","94"
MSG:3307,0,2,"File 00110.m2ts was added as title #95","File %1 was added as title #%2","00110.m2ts","95"
MSG:3307,0,2,"File 00021.m2ts was added as title #96","File %1 was added as title #%2","00021.m2ts","96"
MSG:3307,0,2,"File 00121.m2ts was added as title #97","File %1 was added as title #%2","00121.m2ts","97"
MSG:3307,0,2,"File 00024.m2ts was added as title #98","File %1 was added as title #%2","00024.m2ts","98"
MSG:3307,0,2,"File 00122.m2ts was added as title #99","File %1 was added as title #%2","00122.m2ts","99"
MSG:3307,0,2,"File 00025.m2ts was added as title #100","File %1 was added as title #%2","00025.m2ts","100"
MSG:3307,0,2,"File 00123.m2ts was added as title #101","File %1 was added as title #%2","00123.m2ts","101"
MSG:3307,0,2,"File 00026.m2ts was added as title #102","File %1 was added as title #%2","00026.m2ts","102"
MSG:3307,0,2,"File 00125.m2ts was added as title #103","File %1 was added as title #%2","00125.m2ts","103"
MSG:3307,0,2,"File 00127.m2ts was added as title #104","File %1 was added as title #%2","00127.m2ts","104"
MSG:3307,0,2,"File 00027.m2ts was added as title #105","File %1 was added as title #%2","00027.m2ts","105"
MSG:3307,0,2,"File 00137.m2ts was added as title #106","File %1 was added as title #%2","00137.m2ts","106"
MSG:3307,0,2,"File 00029.m2ts was added as title #107","File %1 was added as title #%2","00029.m2ts","107"
MSG:3307,0,2,"File 00108.m2ts was added as title #108","File %1 was added as title #%2","00108.m2ts","108"
MSG:3307,0,2,"File 00018.m2ts was added as title #109","File %1 was added as title #%2","00018.m2ts","109"
MSG:3307,0,2,"File 00102.m2ts was added as title #110","File %1 was added as title #%2","00102.m2ts","110"
MSG:3307,0,2,"File 00006.m2ts was added as title #111","File %1 was added as title #%2","00006.m2ts","111"
MSG:3307,0,2,"File 00003.m2ts was added as title #112","File %1 was added as title #%2","00003.m2ts","112"
MSG:3307,0,2,"File 00129.m2ts was added as title #113","File %1 was added as title #%2","00129.m2ts","113"
MSG:3307,0,2,"File 00019.m2ts was added as title #114","File %1 was added as title #%2","00019.m2ts","114"
MSG:3307,0,2,"File 00133.m2ts was added as title #115","File %1 was added as title #%2","00133.m2ts","115"
MSG:3307,0,2,"File 00230.m2ts was added as title #116","File %1 was added as title #%2","00230.m2ts","116"
MSG:3307,0,2,"File 00084.m2ts was added as title #117","File %1 was added as title #%2","00084.m2ts","117"
MSG:3307,0,2,"File 00004.m2ts was added as title #118","File %1 was added as title #%2","00004.m2ts","118"
MSG:3307,0,2,"File 00112.m2ts was added as title #119","File %1 was added as title #%2","00112.m2ts","119"
MSG:3307,0,2,"File 00041.m2ts was added as title #120","File %1 was added as title #%2","00041.m2ts","120"
MSG:3307,0,2,"File 00089.m2ts was added as title #121","File %1 was added as title #%2","00089.m2ts","121"
MSG:3307,0,2,"File 00116.m2ts was added as title #122","File %1 was added as title #%2","00116.m2ts","122"
MSG:3307,0,2,"File 00118.m2ts was added as title #123","File %1 was added as title #%2","00118.m2ts","123"
MSG:3307,0,2,"File 00139.m2ts was added as title #124","File %1 was added as title #%2","00139.m2ts","124"
MSG:3307,0,2,"File 00231.m2ts was added as title #125","File %1 was added as title #%2","00231.m2ts","125"
MSG:3307,0,2,"File 00079.m2ts was added as title #126","File %1 was added as title #%2","00079.m2ts","126"
MSG:3307,16777216,2,"File 00233.m2ts was added as title #127","File %1 was added as title #%2","00233.m2ts","127"
MSG:3307,0,2,"File 00238.m2ts was added as title #128","File %1 was added as title #%2","00238.m2ts","128"
MSG:3307,0,2,"File 00239.m2ts was added as title #129","File %1 was added as title #%2","00239.m2ts","129"
MSG:3307,0,2,"File 00240.m2ts was added as title #130","File %1 was added as title #%2","00240.m2ts","130"
MSG:3307,0,2,"File 00241.m2ts was added as title #131","File %1 was added as title #%2","00241.m2ts","131"
MSG:3307,0,2,"File 00242.m2ts was added as title #132","File %1 was added as title #%2","00242.m2ts","132"
MSG:3307,0,2,"File 00243.m2ts was added as title #133","File %1 was added as title #%2","00243.m2ts","133"
MSG:3307,0,2,"File 00244.m2ts was added as title #134","File %1 was added as title #%2","00244.m2ts","134"
MSG:3307,0,2,"File 00245.m2ts was added as title #135","File %1 was added as title #%2","00245.m2ts","135"
MSG:3307,0,2,"File 00248.m2ts was added as title #136","File %1 was added as title #%2","00248.m2ts","136"
MSG:3307,0,2,"File 00001.m2ts was added as title #137","File %1 was added as title #%2","00001.m2ts","137"
MSG:3307,16777216,2,"File 00249.m2ts was added as title #138","File %1 was added as title #%2","00249.m2ts","138"
MSG:3307,0,2,"File 00250.m2ts was added as title #139","File %1 was added as title #%2","00250.m2ts","139"
MSG:3307,16777216,2,"File 00251.m2ts was added as title #140","File %1 was added as title #%2","00251.m2ts","140"
MSG:3307,16777216,2,"File 00235.m2ts was added as title #141","File %1 was added as title #%2","00235.m2ts","141"
MSG:3307,0,2,"File 00236.m2ts was added as title #142","File %1 was added as title #%2","00236.m2ts","142"
MSG:3307,0,2,"File 00237.m2ts was added as title #143","File %1 was added as title #%2","00237.m2ts","143"
MSG:3307,0,2,"File 00252.m2ts was added as title #144","File %1 was added as title #%2","00252.m2ts","144"
MSG:5011,0,0,"Operation successfully completed","Operation successfully completed"
TCOUNT:145
CINFO:1,6209,"Blu-ray disc"
CINFO:2,0,"Despicable Me"
CINFO:28,0,"eng"
CINFO:29,0,"English"
CINFO:30,0,"Despicable Me"
CINFO:31,6119,"<b>Source information</b><br>"
CINFO:32,0,"Despicable_Me"
CINFO:33,0,"0"
TINFO:0,2,0,"Despicable Me"
TINFO:0,8,0,"2"
TINFO:0,9,0,"0:00:29"
TINFO:0,10,0,"172.7 MB"
TINFO:0,11,0,"181180416"
TINFO:0,16,0,"00099.mpls"
TINFO:0,25,0,"1"
TINFO:0,26,0,"14"
TINFO:0,27,0,"Despicable Me_t00.mkv"
